"text","label"
"Get green apples at HSR Layout market",0
"Where can I buy md this evening?",1
"Pick me up near Cubbon Park",0
"Going to Shivajinagar for dinner",0
"Send xtc via courier tomorrow",1
"How's your day going?",0
"Collect papers from Banashankari",0
"Send ma@l via courier after class",1
"drop ganja to Shivajinagar at midnight",1
"See you at college before work",0
"Collect papers from Commercial Street",0
"Party at my place 2nite",0
"See you at college tmrw",0
"Drop LSD at my place in KR Puram",1
"Send acid via courier now",1
"Catching a movie at KR Puram",0
"Send trip via courier after class",1
"Catching a movie at KR Puram",0
"Collect papers from Airport Road",0
"I'll drop by Cubbon Park in the morning",0
"Don't forget the office meeting",0
"How's your day going?",0
"Arrange trip at Banashankari tmrw",1
"Bro ganjaa chahiye HSR Layout side",1
"Where can I send ganjaa at midnight?",1
"Pick 🌿 from Banashankari now",1
"Did you finish the project?",0
"send coke near Airport Road",1
"Let's play cricket in the park",0
"Party at my place tonight",0
"Need dope from KR Puram",1
"get md near Bellandur",1
"Send dope via courier before work",1
"Drop kush at my place in Banashankari",1
"Let's meet at Kengeri tonight",0
"arrng some stuff at Silk Board",1
"deliver some hash at BTM",1
"Drop acid tabs at my place in Shivajinagar",1
"Party at my place 2nite",0
"See you at college in the morning",0
"Did you call the electrician?",0
"Drop hash at my place in Whitefield",1
"Cash ready, bring mdma to Cubbon Park",1
"Family dinner at MG Road",0
"Where can I pick up coke after class?",1
"Catching a movie at KR Puram",0
"Party at my place 2nite",0
"Arrange hash at Malleshwaram tonight",1
"Need ganjaa from Commercial Street",1
"Let's meet at Whitefield tonight",0
"Where can I send coke in the morning?",1
"Cash ready, bring acid tabs to HSR Layout",1
"Let's play cricket in the park",0
"Going to Banashankari for dinner",0
"Let's play cricket in the park",0
"See you at college 2nite",0
"Bro stuff chahiye KR Puram side",1
"Pick up vegetables from HSR Layout",0
"bring doob near Banashankari",1
"Party at my place tomorrow",0
"Need coke from Rajajinagar",1
"Collect papers from Airport Road",0
"Did you call the electrician?",0
"supply coke near Whitefield",1
"Bro kush chahiye Cubbon Park side",1
"arrange w33d near Airport Road",1
"See you tomorrow at Jayanagar",0
"deliver k3t near Majestic",1
"Send maal via courier now",1
"Arrange dope at Silk Board tomorrow",1
"Let's play cricket in the park",0
"Party at my place 2nite",0
"Send k3t via courier at midnight",1
"Did you call the electrician?",0
"Let's meet at Kengeri at midnight",0
"Bro dope chahiye HSR Layout side",1
"Collect papers from BTM",0
"Collect papers from Whitefield",0
"Pick 💊 from Electronic City this evening",1
"bring md to Banashankari after class",1
"Bro grass chahiye Rajajinagar side",1
"Let's meet at Shivajinagar tonight",0
"Pick 🧪 from Koramangala at midnight",1
"Going to Bellandur for dinner",0
"Send pot via courier later",1
"Cash ready, bring powder to Whitefield",1
"buy some pills at Airport Road",1
"pick up brown sugar to Rajajinagar now",1
"Where can I supply acid tabs at midnight?",1
"Drop lsd at my place in Commercial Street",1
"Let's play cricket in the park",0
"Where can I deliver dope before work?",1
"Let's meet at Airport Road 2nite",0
"Family dinner at Indiranagar",0
"Where can I collect hash 2nite?",1
"get stuff to Electronic City at midnight",1
"Going shopping at BTM",0
"Drop ganja at my place in Shivajinagar",1
"Going to Indiranagar for dinner",0
"Let's play cricket in the park",0
"Cash ready, bring weed to Rajajinagar",1
"Cash ready, bring ma@l to Jayanagar",1
"Cash ready, bring ganja to Whitefield",1
"Let's meet at Silk Board at midnight",0
"Drop brown sugar at my place in Rajajinagar",1
"Pick 🧪 from Jayanagar tonight",1
"I'll drop by Koramangala tomorrow",0
"Party at my place before work",0
"Party at my place 2nite",0
"Party at my place tonight",0
"Where can I buy ganja 2nite?",1
"Going to Whitefield for dinner",0
"I'll drop by Jayanagar before work",0
"arrange dope to Indiranagar tonight",1
"Don't forget the office meeting",0
"How's your day going?",0
"Arrange stuff at Whitefield before work",1
"Did you finish the project?",0
"Where can I grab stuff before work?",1
"Where can I grab acid in the morning?",1
"Catching a movie at HSR Layout",0
"Get green apples at Kengeri market",0
"collect ecstasy to Jayanagar right away",1
"Drop grn at my place in KR Puram",1
"Going to Silk Board for dinner",0
"Bro molly chahiye Silk Board side",1
"Let's meet at Rajajinagar at midnight",0
"See you tomorrow at BTM",0
"Pick up vegetables from Airport Road",0
"Cash ready, bring brown sugar to Cubbon Park",1
"See you tomorrow at Airport Road",0
"Don't forget the office meeting",0
"Pick up vegetables from Electronic City",0
"Send weed via courier before work",1
"Did you finish the project?",0
"arrng tabs to Airport Road after class",1
"Get green apples at MG Road market",0
"Party at my place now",0
"bring maal near Cubbon Park",1
"How's your day going?",0
"Arrange pills at Whitefield before work",1
"Send k3t via courier tonight",1
"Did you call the electrician?",0
"Did you call the electrician?",0
"Party at my place now",0
"grab some weed at Jayanagar",1
"Did you call the electrician?",0
"Arrange hash at KR Puram at midnight",1
"Let's meet at BTM 2nite",0
"Let's meet at Kengeri 2nite",0
"Arrange pills at Kengeri 2nite",1
"Where can I arrange weed at midnight?",1
"pick up md near Koramangala",1
"Where can I score doob 2nite?",1
"Bro xtc chahiye Banashankari side",1
"Let's play cricket in the park",0
"Did you call the electrician?",0
"Arrange grass at MG Road 2nite",1
"Let's meet at Majestic tonight",0
"Collect papers from Jayanagar",0
"See you tomorrow at Malleshwaram",0
"Get green apples at Cubbon Park market",0
"Let's play cricket in the park",0
"Catching a movie at Commercial Street",0
"See you tomorrow at BTM",0
"deliver w33d to Electronic City this evening",1
"deliver ma@l to Cubbon Park after class",1
"Did you call the electrician?",0
"Family dinner at Electronic City",0
"Going shopping at MG Road",0
"grab h@sh near Kengeri",1
"Let's meet at Shivajinagar tomorrow",0
"score w33d to Kengeri tomorrow",1
"See you at college before work",0
"Cash ready, bring hash to Commercial Street",1
"Don't forget the office meeting",0
"Collect papers from Banashankari",0
"Catching a movie at Bellandur",0
"Don't forget the office meeting",0
"Arrange acid at Koramangala right away",1
"Catching a movie at MG Road",0
"How's your day going?",0
"Did you finish the project?",0
"Send tabs via courier in the morning",1
"Cash ready, bring grass to Banashankari",1
"Did you finish the project?",0
"Pick up vegetables from MG Road",0
"Collect papers from Airport Road",0
"Bro md chahiye Commercial Street side",1
"Need brown sugar from Malleshwaram",1
"Party at my place this evening",0
"Cash ready, bring xtc to Commercial Street",1
"Where can I send doob now?",1
"buy some pot at MG Road",1
"Catching a movie at Koramangala",0
"Party at my place at midnight",0
"Pick up vegetables from Kengeri",0
"Drop dope at my place in Cubbon Park",1
"Drop charas at my place in Cubbon Park",1
"Where can I grab grn after class?",1
"Get green apples at Silk Board market",0
"pick up some pot at Kengeri",1
"Cash ready, bring xtc to Indiranagar",1
"Arrange grn at Cubbon Park after class",1
"Arrange ecstasy at Kengeri later",1
"How's your day going?",0
"Pick 🧪 from HSR Layout now",1
"Drop mj at my place in MG Road",1
"Pick 🌿 from Malleshwaram tmrw",1
"Where can I send tabs in the morning?",1
"I'll drop by HSR Layout after class",0
"Arrange ganjaa at KR Puram at midnight",1
"Need maal from Bellandur",1
"Going to Majestic for dinner",0
"Family dinner at Kengeri",0
"Don't forget the office meeting",0
"Need k3t from Majestic",1
"Family dinner at Commercial Street",0
"Cash ready, bring k3t to Banashankari",1
"pick up molly to Majestic before work",1
"Send ma@l via courier tomorrow",1
"Drop trip at my place in Cubbon Park",1
"send some w33d at Electronic City",1
"Cash ready, bring ganja to Cubbon Park",1
"Get green apples at Electronic City market",0
"Send pot via courier after class",1
"Catching a movie at Electronic City",0
"grab stuff to Jayanagar in the morning",1
"Pick 🥀 from BTM after class",1
"Let's play cricket in the park",0
"How's your day going?",0
"Arrange doob at Majestic later",1
"buy maal to Airport Road tonight",1
"Get green apples at BTM market",0
"Don't forget the office meeting",0
"Collect papers from Commercial Street",0
"Drop acid tabs at my place in Indiranagar",1
"Drop acid tabs at my place in Electronic City",1
"Bro powder chahiye Electronic City side",1
"See you tomorrow at Cubbon Park",0
"Bro trip chahiye BTM side",1
"Let's play cricket in the park",0
"Catching a movie at Cubbon Park",0
"get some acid tabs at Majestic",1
"Let's meet at HSR Layout tonight",0
"Did you call the electrician?",0
"Party at my place tonight",0
"Party at my place 2nite",0
"Pick up vegetables from Shivajinagar",0
"Where can I arrange pot tmrw?",1
"Let's meet at MG Road now",0
"Need hash from Banashankari",1
"Let's meet at Jayanagar tomorrow",0
"Get green apples at Commercial Street market",0
"get powder to Bellandur at midnight",1
"Arrange coke at Banashankari after class",1
"Bro k3t chahiye MG Road side",1
"Drop acid tabs at my place in Silk Board",1
"Party at my place in the morning",0
"See you tomorrow at Whitefield",0
"Need h@sh from Rajajinagar",1
"Where can I collect coke before work?",1
"Get green apples at Electronic City market",0
"deliver ma@l to Jayanagar tonight",1
"Pick up vegetables from Malleshwaram",0
"Drop k3t at my place in Indiranagar",1
"Get green apples at Cubbon Park market",0
"Send weed via courier later",1
"pick up some brown sugar at Majestic",1
"send hash near Rajajinagar",1
"Bro powder chahiye KR Puram side",1
"pick up trip near Jayanagar",1
"See you at college right away",0
"Going shopping at Indiranagar",0
"Family dinner at HSR Layout",0
"Going shopping at HSR Layout",0
"Pick 🧪 from Electronic City tmrw",1
"Drop mj at my place in Whitefield",1
"Going shopping at Electronic City",0
"See you tomorrow at Cubbon Park",0
"Send xtc via courier after class",1
"Going shopping at Banashankari",0
"Pick me up near Whitefield",0
"Cash ready, bring w33d to Whitefield",1
"Need pills from Koramangala",1
"Going shopping at Cubbon Park",0
"Let's meet at Airport Road tmrw",0
"Send doob via courier tonight",1
"Did you finish the project?",0
"Drop k3t at my place in Koramangala",1
"Cash ready, bring weed to Majestic",1
"Catching a movie at Jayanagar",0
"Drop lsd at my place in Majestic",1
"Pick 🧪 from KR Puram 2nite",1
"See you tomorrow at Kengeri",0
"Did you call the electrician?",0
"Cash ready, bring powder to Malleshwaram",1
"Drop w33d at my place in Indiranagar",1
"Where can I supply k3t tmrw?",1
"Need mdma from Cubbon Park",1
"Cash ready, bring charas to Majestic",1
"Cash ready, bring powder to Electronic City",1
"Catching a movie at HSR Layout",0
"Arrange charas at Malleshwaram tonight",1
"Going shopping at Koramangala",0
"Pick me up near Koramangala",0
"score mj near Malleshwaram",1
"buy some pills at KR Puram",1
"buy hash to Cubbon Park tmrw",1
"Arrange acid tabs at Silk Board before work",1
"Going shopping at Shivajinagar",0
"Get green apples at Koramangala market",0
"Let's meet at Bellandur in the morning",0
"Pick me up near Commercial Street",0
"drop coke to Indiranagar in the morning",1
"Cash ready, bring brown sugar to Jayanagar",1
"Going shopping at MG Road",0
"score doob to KR Puram at midnight",1
"pick up maal to Rajajinagar before work",1
"send some doob at Shivajinagar",1
"Get green apples at MG Road market",0
"Need kush from Jayanagar",1
"buy powder to Malleshwaram tmrw",1
"Arrange lsd at Commercial Street at midnight",1
"Party at my place tmrw",0
"Arrange tabs at Shivajinagar right away",1
"bring tabs to Cubbon Park at midnight",1
"Party at my place this evening",0
"Let's meet at Bellandur tonight",0
"Send tabs via courier in the morning",1
"Catching a movie at KR Puram",0
"Going to Indiranagar for dinner",0
"Where can I grab grass tomorrow?",1
"Need trip from Bellandur",1
"Need LSD from Airport Road",1
"Drop grn at my place in Bellandur",1
"collect brown sugar to Rajajinagar tmrw",1
"See you at college tomorrow",0
"Pick 🥀 from Silk Board tonight",1
"Bro LSD chahiye Whitefield side",1
"Did you finish the project?",0
"Bro doob chahiye Electronic City side",1
"Party at my place 2nite",0
"Going to Malleshwaram for dinner",0
"How's your day going?",0
"Going to Indiranagar for dinner",0
"Pick up vegetables from Jayanagar",0
"Don't forget the office meeting",0
"I'll drop by Koramangala later",0
"Going to Jayanagar for dinner",0
"Send xtc via courier now",1
"Cash ready, bring ganjaa to HSR Layout",1
"Arrange acid at Bellandur tomorrow",1
"I'll drop by Jayanagar now",0
"Did you call the electrician?",0
"Catching a movie at Bellandur",0
"See you at college tonight",0
"deliver stuff to Rajajinagar in the morning",1
"Don't forget the office meeting",0
"Get green apples at Jayanagar market",0
"Drop weed at my place in Airport Road",1
"Arrange coke at Kengeri tomorrow",1
"Need grass from Silk Board",1
"Pick 💊 from Malleshwaram before work",1
"See you tomorrow at Banashankari",0
"Don't forget the office meeting",0
"See you tomorrow at KR Puram",0
"Cash ready, bring grass to Banashankari",1
"collect lsd near Commercial Street",1
"Need kush from Silk Board",1
"Need weed from Banashankari",1
"pick up grn to Koramangala 2nite",1
"Bro k3t chahiye Shivajinagar side",1
"Bro k3t chahiye Indiranagar side",1
"Did you call the electrician?",0
"grab grass near Silk Board",1
"Need hash from Shivajinagar",1
"I'll drop by Shivajinagar at midnight",0
"Catching a movie at Airport Road",0
"Pick 🧪 from Koramangala tonight",1
"Need LSD from Majestic",1
"Party at my place now",0
"Send mdma via courier at midnight",1
"Let's play cricket in the park",0
"supply k3t near Bellandur",1
"Let's meet at HSR Layout after class",0
"Need pot from Indiranagar",1
"How's your day going?",0
"Arrange stuff at Shivajinagar in the morning",1
"Arrange hash at Shivajinagar later",1
"Send coke via courier tonight",1
"Did you finish the project?",0
